id,gold_pattern,epoch4_pred8way,epoch4_gold_q,epoch4_gold_rank,epoch4_top1_margin,epoch4_gold_margin,epoch4_norm_entropy,epoch4_eff_support,epoch5_pred8way,epoch5_gold_q,epoch5_gold_rank,epoch5_top1_margin,epoch5_gold_margin,epoch5_norm_entropy,epoch5_eff_support,v1_pred8way,v1_gold_q,v1_gold_rank,v1_top1_margin,v1_gold_margin,v1_norm_entropy,v1_eff_support,v2_pred8way,v2_gold_q,v2_gold_rank,v2_top1_margin,v2_gold_margin,v2_norm_entropy,v2_eff_support,v3_pred8way,v3_gold_q,v3_gold_rank,v3_top1_margin,v3_gold_margin,v3_norm_entropy,v3_eff_support
kk_grpo_v3_final_holdout_001458,NKN,NKN,0.956925,1,3.1256,3.1256,0.088064,1.2010,NKN,0.996912,1,6.2505,6.2505,0.011189,1.0235,NKN,0.990168,1,4.6243,4.6243,0.026888,1.0575,NKN,0.997911,1,6.2490,6.2490,0.007482,1.0157,NKN,0.985889,1,4.3748,4.3748,0.038187,1.0826
kk_grpo_v3_final_holdout_001459,NNK,NNK,0.752878,1,1.1547,1.1547,0.292501,1.8372,NNK,0.783469,1,1.4105,1.4105,0.290620,1.8300,NNK,0.956284,1,3.2818,3.2818,0.098807,1.2281,NNK,0.963804,1,3.3504,3.3504,0.079367,1.1794,NNK,0.989111,1,5.3049,5.3049,0.034647,1.0747
kk_grpo_v3_final_holdout_001460,KKK,KKK,0.998463,1,6.5000,6.5000,0.005609,1.0117,KKK,0.996402,1,5.6242,5.6242,0.011474,1.0241,KKK,0.998998,1,6.9058,6.9058,0.003811,1.0080,KKK,0.999851,1,8.8114,8.8114,0.000705,1.0015,KKK,0.999665,1,8.1020,8.1020,0.001501,1.0031
kk_grpo_v3_final_holdout_001461,NKN,NKN,0.856987,1,1.9728,1.9728,0.231614,1.6187,NKN,0.701380,1,1.1266,1.1266,0.372991,2.1719,NKN,0.990526,1,4.6821,4.6821,0.026438,1.0565,NKN,0.999650,1,8.0265,8.0265,0.001556,1.0032,NKN,0.998602,1,7.0004,7.0004,0.005580,1.0117
kk_grpo_v3_final_holdout_001462,KNK,KKK,0.348630,2,0.6249,-0.6249,0.311613,1.9117,KKK,0.085099,2,2.3750,-2.3750,0.139993,1.3379,KKK,0.407333,2,0.3750,-0.3750,0.325045,1.9658,KNK,0.924131,1,2.5000,2.5000,0.129209,1.3082,KKK,0.132965,2,1.8750,-1.8750,0.188508,1.4799
kk_grpo_v3_final_holdout_001463,NKK,NKK,0.893078,1,2.1302,2.1302,0.166192,1.4128,NKK,0.985884,1,4.2598,4.2598,0.036216,1.0782,NKK,0.992385,1,4.8810,4.8810,0.021775,1.0463,NKK,0.998291,1,7.0689,7.0689,0.006659,1.0139,NKK,0.988940,1,4.5332,4.5332,0.030173,1.0648
kk_grpo_v3_final_holdout_001464,NNN,NNN,0.957862,1,3.1250,3.1250,0.084195,1.1913,NNN,0.970673,1,3.5000,3.5000,0.063730,1.1417,NNN,0.996390,1,5.6250,5.6250,0.011547,1.0243,NNN,0.995927,1,5.5001,5.5001,0.012749,1.0269,NNN,0.998064,1,6.2499,6.2499,0.006778,1.0142
kk_grpo_v3_final_holdout_001465,KNK,KNK,0.851493,1,1.7500,1.7500,0.203955,1.5282,KNK,0.592665,1,0.3750,0.3750,0.325077,1.9660,KNK,0.970657,1,3.5001,3.5001,0.063848,1.1420,KNK,0.946548,1,2.8751,2.8751,0.100518,1.2325,KNK,0.952570,1,3.0005,3.0005,0.091921,1.2106
kk_grpo_v3_final_holdout_001466,NKK,NKK,0.755972,1,1.4343,1.4343,0.341660,2.0349,NKK,0.891193,1,2.2512,2.2512,0.187923,1.4781,NKK,0.865822,1,1.9003,1.9003,0.201082,1.5191,NKK,0.939725,1,2.7535,2.7535,0.110834,1.2592,NKK,0.931242,1,2.6268,2.6268,0.124161,1.2946
kk_grpo_v3_final_holdout_001467,KKN,KKN,0.778844,1,1.9414,1.9414,0.332008,1.9945,KKN,0.904554,1,2.3769,2.3769,0.168718,1.4203,KKN,0.600252,1,1.0076,1.0076,0.456202,2.5822,KKN,0.996485,1,6.1798,6.1798,0.012475,1.0263,KKN,0.879507,1,2.6623,2.6623,0.217329,1.5713
kk_grpo_v3_final_holdout_001468,KKK,KKK,0.535149,1,0.4163,0.4163,0.475479,2.6878,KKK,0.903302,1,2.3076,2.3076,0.165393,1.4105,KKK,0.697965,1,0.8408,0.8408,0.297982,1.8583,KKK,0.933778,1,2.6493,2.6493,0.117956,1.2780,KKK,0.970172,1,3.4969,3.4969,0.065717,1.1464
kk_grpo_v3_final_holdout_001469,KNK,KNK,0.782554,1,1.5085,1.5085,0.315056,1.9254,KNK,0.867781,1,1.9939,1.9939,0.211887,1.5536,KNK,0.895191,1,2.2336,2.2336,0.177565,1.4466,KNK,0.998027,1,6.7491,6.7491,0.007499,1.0157,KNK,0.973616,1,3.9924,3.9924,0.066586,1.1485
kk_grpo_v3_final_holdout_001470,NKN,KNN,0.210672,2,0.9275,-0.9275,0.619096,3.6233,KNN,0.097355,3,0.6455,-1.7738,0.491816,2.7807,KKK,0.327569,2,0.6434,-0.6434,0.401640,2.3052,KNN,0.002652,3,0.1300,-5.2970,0.348298,2.0632,KKK,0.011351,3,2.1607,-4.3556,0.195684,1.5022
kk_grpo_v3_final_holdout_001471,NKN,NKN,0.687127,1,0.7887,0.7887,0.301103,1.8704,NKN,0.705709,1,0.8753,0.8753,0.292187,1.8360,NKN,0.962803,1,3.2551,3.2551,0.076646,1.1728,NKN,0.882295,1,2.0145,2.0145,0.174358,1.4370,NKN,0.923468,1,2.4907,2.4907,0.130036,1.3105
kk_grpo_v3_final_holdout_001472,KNK,KNK,0.967364,1,3.5173,3.5173,0.076636,1.1728,KNK,0.988762,1,4.5062,4.5062,0.030497,1.0655,KNK,0.995298,1,5.5007,5.5007,0.015479,1.0327,KNK,0.999090,1,7.2546,7.2546,0.003777,1.0079,KNK,0.993270,1,5.3750,5.3750,0.021788,1.0463
kk_grpo_v3_final_holdout_001473,KKK,KKK,0.996112,1,5.6477,5.6477,0.012955,1.0273,KKK,0.999658,1,8.0065,8.0065,0.001501,1.0031,KKK,0.999948,1,9.8759,9.8759,0.000274,1.0006,KKK,0.999988,1,11.3764,11.3764,0.000070,1.0001,KKK,0.999992,1,11.7505,11.7505,0.000050,1.0001
kk_grpo_v3_final_holdout_001474,NNK,NNK,0.998156,1,7.0082,7.0082,0.007288,1.0153,NNK,0.999538,1,7.7525,7.7525,0.001988,1.0041,NNK,0.999899,1,9.3168,9.3168,0.000517,1.0011,NNK,0.999964,1,10.3151,10.3151,0.000198,1.0004,NNK,0.999902,1,9.3170,9.3170,0.000501,1.0010
kk_grpo_v3_final_holdout_001475,NNK,NNK,0.999622,1,8.2497,8.2497,0.001738,1.0036,NNK,0.999661,1,8.2500,8.2500,0.001558,1.0032,NNK,0.999908,1,9.8748,9.8748,0.000495,1.0010,NNK,0.999497,1,7.6250,7.6250,0.002115,1.0044,NNK,0.996388,1,5.6250,5.6250,0.011561,1.0243
kk_grpo_v3_final_holdout_001476,KNK,KNK,0.884556,1,2.3414,2.3414,0.204331,1.5294,KNK,0.876420,1,2.5631,2.5631,0.220840,1.5828,KNK,0.922149,1,3.0869,3.0869,0.157386,1.3872,KNK,0.959745,1,3.8546,3.8546,0.094603,1.2174,KNK,0.847110,1,1.8517,1.8517,0.234134,1.6272
kk_grpo_v3_final_holdout_001477,NNN,NNN,0.993974,1,5.1958,5.1958,0.018796,1.0399,NNN,0.999043,1,7.0025,7.0025,0.003756,1.0078,NNN,0.999672,1,8.0692,8.0692,0.001459,1.0030,NNN,0.999940,1,10.0899,10.0899,0.000332,1.0007,NNN,0.999762,1,8.3968,8.3968,0.001099,1.0023
kk_grpo_v3_final_holdout_001478,KNN,NKN,0.348624,2,0.6250,-0.6250,0.311320,1.9105,NKN,0.377524,2,0.5000,-0.5000,0.318864,1.9407,NKN,0.164459,2,1.6254,-1.6254,0.215003,1.5637,NKN,0.268913,2,1.0001,-1.0001,0.279972,1.7899,NKN,0.377503,2,0.5000,-0.5000,0.319324,1.9426
kk_grpo_v3_final_holdout_001479,KNN,KNK,0.083231,4,0.5190,-1.7500,0.579936,3.3399,KNK,0.026703,4,0.0722,-2.8750,0.471352,2.6649,KNK,0.033242,4,0.7585,-2.8750,0.486913,2.7525,KNK,0.426040,2,0.0000,-0.0000,0.531634,3.0207,KNK,0.084133,4,1.1360,-2.0000,0.505129,2.8588
kk_grpo_v3_final_holdout_001480,NKK,NKK,0.904426,1,2.2500,2.2500,0.152551,1.3733,NKK,0.993995,1,5.1250,5.1250,0.017914,1.0380,NKK,0.997420,1,6.0000,6.0000,0.008877,1.0186,NKK,0.999679,1,8.5000,8.5000,0.001516,1.0032,NKK,0.998469,1,6.5000,6.5000,0.005586,1.0117
kk_grpo_v3_final_holdout_001481,KNK,KNK,0.487890,1,0.5000,0.5000,0.589146,3.4045,KNK,0.709981,1,2.0000,2.0000,0.460067,2.6030,KNK,0.576008,1,0.8750,0.8750,0.521835,2.9598,KNN,0.001845,4,3.3026,-6.2500,0.099993,1.2311,KNN,0.090500,2,2.2500,-2.2500,0.251572,1.6873
kk_grpo_v3_final_holdout_001482,KKK,KKK,0.999965,1,10.9375,10.9375,0.000208,1.0004,KKK,0.999996,1,13.2706,13.2706,0.000029,1.0001,KKK,0.999996,1,13.0000,13.0000,0.000027,1.0001,KKK,0.999995,1,13.0000,13.0000,0.000036,1.0001,KKK,0.999995,1,12.3750,12.3750,0.000030,1.0001
kk_grpo_v3_final_holdout_001483,NNK,NNK,0.825914,1,1.8809,1.8809,0.275414,1.7731,NNK,0.836696,1,1.9303,1.9303,0.272755,1.7633,NNK,0.944461,1,3.6486,3.6486,0.132642,1.3176,NNK,0.987388,1,4.7706,4.7706,0.036784,1.0795,NNK,0.968447,1,4.1514,4.1514,0.084031,1.1909
kk_grpo_v3_final_holdout_001484,NNK,NNK,0.984078,1,4.1250,4.1250,0.039359,1.0853,NNK,0.996819,1,5.7500,5.7500,0.010353,1.0218,NNK,0.998958,1,6.8750,6.8750,0.003967,1.0083,NNK,0.999856,1,8.8750,8.8750,0.000693,1.0014,NNK,0.999367,1,7.3750,7.3750,0.002565,1.0053
kk_grpo_v3_final_holdout_001485,NNN,NNN,0.999055,1,7.1252,7.1252,0.003836,1.0080,NNN,0.999736,1,8.3751,8.3751,0.001234,1.0026,NNN,0.999831,1,9.1250,9.1250,0.000848,1.0018,NNN,0.999500,1,7.6252,7.6252,0.002100,1.0044,NNN,0.999904,1,10.1250,10.1250,0.000523,1.0011
kk_grpo_v3_final_holdout_001486,NNN,NNN,0.979458,1,3.8745,3.8745,0.048718,1.1066,NNN,0.932391,1,2.6249,2.6249,0.119211,1.2813,NNN,0.835457,1,1.6249,1.6249,0.215124,1.5641,NNN,0.977010,1,3.7499,3.7499,0.052684,1.1158,NNN,0.952560,1,2.9998,2.9998,0.091832,1.2104
kk_grpo_v3_final_holdout_001487,NKK,NKK,0.868455,1,2.5710,2.5710,0.254985,1.6993,NKK,0.650569,1,1.2565,1.2565,0.430009,2.4453,NKK,0.891335,1,2.1323,2.1323,0.173015,1.4330,NKK,0.997465,1,6.3512,6.3512,0.009609,1.0202,NKK,0.980808,1,4.3750,4.3750,0.052364,1.1150
kk_grpo_v3_final_holdout_001488,NNK,NNK,0.683115,1,1.5005,1.5005,0.444620,2.5208,NNK,0.861760,1,2.2509,2.2509,0.242426,1.6555,NNK,0.970084,1,3.6549,3.6549,0.072798,1.1634,NNK,0.820799,1,1.8298,1.8298,0.279613,1.7886,NNK,0.930708,1,3.0047,3.0047,0.148266,1.3611
kk_grpo_v3_final_holdout_001489,NKN,NNK,0.400451,2,0.2503,-0.2503,0.463147,2.6198,NKN,0.861460,1,2.2497,2.2497,0.243940,1.6607,NKN,0.872008,1,2.1242,2.1242,0.218276,1.5744,NKN,0.950945,1,3.5001,3.5001,0.110889,1.2593,NKN,0.883616,1,2.2499,2.2499,0.207812,1.5405
kk_grpo_v3_final_holdout_001490,KNN,KNN,0.678944,1,0.7500,0.7500,0.303263,1.8788,KNN,0.893145,1,2.1250,2.1250,0.164114,1.4067,KNN,0.817440,1,1.5000,1.5000,0.229200,1.6106,KNN,0.867020,1,1.8750,1.8750,0.188613,1.4802,KNN,0.966739,1,3.3750,3.3750,0.070706,1.1584
kk_grpo_v3_final_holdout_001491,NNN,NNN,0.915452,1,2.7237,2.7237,0.164034,1.4065,NNN,0.940212,1,2.8683,2.8683,0.118798,1.2802,NNK,0.341543,2,0.6250,-0.6250,0.352552,2.0815,NNN,0.629768,1,0.6250,0.6250,0.370788,2.1620,NNK,0.019736,3,3.4796,-3.8750,0.110153,1.2574
kk_grpo_v3_final_holdout_001492,KKN,KNN,0.320818,2,0.7500,-0.7500,0.301882,1.8734,KKN,0.893308,1,2.1250,2.1250,0.163294,1.4043,KKN,0.985936,1,4.2500,4.2500,0.035558,1.0767,KKN,0.985927,1,4.2500,4.2500,0.035615,1.0769,KKN,0.987565,1,4.3750,4.3750,0.032193,1.0692
kk_grpo_v3_final_holdout_001493,KKN,KKN,0.892857,1,2.1450,2.1450,0.170245,1.4248,KKN,0.981893,1,4.0161,4.0161,0.044637,1.0973,KKN,0.939842,1,2.7787,2.7787,0.113258,1.2656,KKN,0.992375,1,4.8905,4.8905,0.021963,1.0467,KKN,0.981989,1,3.9998,3.9998,0.043465,1.0946
kk_grpo_v3_final_holdout_001494,KKN,KKN,0.999752,1,9.0228,9.0228,0.001209,1.0025,KKN,0.999967,1,10.8826,10.8826,0.000193,1.0004,KKN,0.999962,1,10.6410,10.6410,0.000220,1.0005,KKN,0.999964,1,10.8754,10.8754,0.000207,1.0004,KKN,0.999976,1,10.7516,10.7516,0.000142,1.0003
kk_grpo_v3_final_holdout_001495,NKK,NNN,0.222516,2,1.2475,-1.2475,0.264495,1.7333,NKK,0.499978,1,0.0111,0.0111,0.348193,2.0628,NNN,0.320834,2,0.7357,-0.7357,0.326121,1.9702,NNN,0.437895,2,0.1608,-0.1608,0.408340,2.3376,NNN,0.106706,2,2.1067,-2.1067,0.202089,1.5223
kk_grpo_v3_final_holdout_001496,NNK,NNK,0.720105,1,1.3963,1.3963,0.382566,2.2156,NNK,0.878129,1,2.2216,2.2216,0.209526,1.5460,NNK,0.913496,1,2.6296,2.6296,0.165249,1.4101,NNK,0.883496,1,2.1269,2.1269,0.191294,1.4885,NNK,0.975664,1,4.3195,4.3195,0.068981,1.1542
kk_grpo_v3_final_holdout_001497,NNN,NNN,0.931368,1,2.6244,2.6244,0.123097,1.2917,NNN,0.903315,1,2.2489,2.2489,0.156285,1.3840,NNN,0.946235,1,2.8755,2.8755,0.101882,1.2360,NNN,0.931908,1,2.6262,2.6262,0.121383,1.2871,NNN,0.946333,1,2.8765,2.8765,0.101636,1.2353
kk_grpo_v3_final_holdout_001498,KKK,KKK,0.993270,1,5.6331,5.6331,0.021773,1.0463,KKK,0.999508,1,7.7683,7.7683,0.002143,1.0045,KKK,0.998671,1,6.6380,6.6380,0.004932,1.0103,KKK,0.867234,1,1.9657,1.9657,0.206914,1.5377,KKK,0.999999,1,13.9393,13.9393,0.000009,1.0000
kk_grpo_v3_final_holdout_001499,NKK,NKN,0.268893,2,1.0000,-1.0000,0.280842,1.7932,NKK,0.798180,1,1.3750,1.3750,0.241893,1.6537,NKK,0.987555,1,4.3750,4.3750,0.032254,1.0694,NKN,0.164513,2,1.6250,-1.6250,0.215073,1.5640,NKK,0.914877,1,2.3750,2.3750,0.140106,1.3382
kk_grpo_v3_final_holdout_001500,NKK,NKN,0.393804,2,0.3750,-0.3750,0.384795,2.2259,NKK,0.887309,1,2.1250,2.1250,0.181655,1.4590,NKK,0.979355,1,3.8750,3.8750,0.049284,1.1079,NKK,0.961189,1,3.3750,3.3750,0.086944,1.1982,NKK,0.989714,1,5.0000,5.0000,0.030848,1.0662
kk_grpo_v3_final_holdout_001501,NNN,NNN,0.880665,1,2.0159,2.0159,0.181055,1.4572,NNN,0.866949,1,1.8982,1.8982,0.195968,1.5031,NNN,0.974008,1,3.6278,3.6278,0.058342,1.1290,NNN,0.999325,1,7.3983,7.3983,0.002824,1.0059,NNN,0.998015,1,6.2514,6.2514,0.007046,1.0148
kk_grpo_v3_final_holdout_001502,NKK,NKN,0.353882,2,0.1250,-0.1250,0.519000,2.9424,NKK,0.795332,1,1.3715,1.3715,0.250989,1.6853,NKK,0.849588,1,1.7474,1.7474,0.209535,1.5461,NKK,0.922031,1,2.8488,2.8488,0.155031,1.3804,NKK,0.903310,1,2.2487,2.2487,0.156240,1.3839
kk_grpo_v3_final_holdout_001503,KNN,NNK,0.164635,3,1.1430,-1.1917,0.575592,3.3099,NKK,0.118752,3,0.8562,-1.6370,0.460837,2.6072,NKN,0.005217,5,1.2278,-4.9562,0.348139,2.0625,NNK,0.019731,3,0.0029,-3.2117,0.380712,2.2071,NNK,0.004630,4,0.6250,-4.8285,0.460417,2.6049
kk_grpo_v3_final_holdout_001504,KNK,KNK,0.421281,1,0.3441,0.3441,0.597306,3.4627,KNK,0.712138,1,1.4040,1.4040,0.425518,2.4226,KNK,0.977184,1,4.2440,4.2440,0.062373,1.1385,KNK,0.997126,1,6.1242,6.1242,0.010496,1.0221,KNK,0.985503,1,4.2542,4.2542,0.037528,1.0812
kk_grpo_v3_final_holdout_001505,KKN,KKN,0.880588,1,2.0017,2.0017,0.177480,1.4464,KKN,0.987555,1,4.3761,4.3761,0.032304,1.0695,KKN,0.962624,1,3.2503,3.2503,0.076958,1.1735,KKN,0.993964,1,5.1248,5.1248,0.018026,1.0382,KKN,0.998011,1,6.5004,6.5004,0.007446,1.0156
kk_grpo_v3_final_holdout_001506,KNN,KNN,0.561747,1,0.3114,0.3114,0.384583,2.2249,KNN,0.592442,1,0.3858,0.3858,0.338075,2.0198,NKN,0.095286,2,2.2170,-2.2170,0.214943,1.5636,KNN,0.925722,1,2.5375,2.5375,0.130187,1.3109,NNN,0.182034,3,0.7499,-1.1152,0.476716,2.6947
kk_grpo_v3_final_holdout_001507,NKK,KNK,0.291569,2,0.8716,-0.8716,0.321454,1.9512,KNK,0.437685,2,0.2018,-0.2018,0.381788,2.2120,KKN,0.095172,3,1.6194,-2.0647,0.362457,2.1249,KNK,0.060031,2,2.6890,-2.6890,0.212172,1.5546,KKK,0.059522,3,2.1358,-2.6480,0.262597,1.7264
kk_grpo_v3_final_holdout_001508,NNK,NNK,0.616567,1,0.5009,0.5009,0.345439,2.0510,NNK,0.795363,1,1.3754,1.3754,0.253436,1.6939,NNK,0.971485,1,3.6256,3.6256,0.067334,1.1503,NNK,0.851521,1,1.7522,1.7522,0.204630,1.5304,NNK,0.992890,1,5.0010,5.0010,0.021284,1.0453
kk_grpo_v3_final_holdout_001509,KKN,KNK,0.219858,2,1.0001,-1.0001,0.500874,2.8336,KKN,0.638463,1,0.8749,0.8749,0.416275,2.3765,KKN,0.636226,1,0.6145,0.6145,0.359061,2.1099,KKN,0.996537,1,6.3743,6.3743,0.012399,1.0261,KKN,0.890560,1,2.2220,2.2220,0.192310,1.4917
kk_grpo_v3_final_holdout_001510,KNN,KNN,0.914508,1,2.3782,2.3782,0.142623,1.3452,KNN,0.979502,1,3.8768,3.8768,0.048701,1.1066,KNN,0.998978,1,7.0006,7.0006,0.004052,1.0085,KNN,0.999905,1,9.6264,9.6264,0.000500,1.0010,KNN,0.999589,1,8.1250,8.1250,0.001867,1.0039
kk_grpo_v3_final_holdout_001511,NKN,NNN,0.026237,4,0.2630,-2.8889,0.538244,3.0625,KNN,0.014241,4,0.7423,-3.6240,0.515513,2.9212,KNN,0.023995,4,2.1146,-3.4902,0.349246,2.0673,KNN,0.008314,4,0.2543,-3.8798,0.541814,3.0854,KNN,0.000057,5,2.1243,-9.6478,0.182534,1.4617
kk_grpo_v3_final_holdout_001512,NNK,NNK,0.759232,1,2.3050,2.3050,0.446017,2.5281,NNK,0.902198,1,2.9672,2.9672,0.222852,1.5895,NNK,0.986230,1,4.8299,4.8299,0.043178,1.0939,NNK,0.945904,1,3.2697,3.2697,0.126290,1.3003,NNK,0.945450,1,3.2627,3.2627,0.124250,1.2948
kk_grpo_v3_final_holdout_001513,KNN,KKN,0.003585,4,2.2517,-5.5114,0.205658,1.5337,KKN,0.000443,6,2.6206,-7.6147,0.206844,1.5374,KKK,0.000002,7,3.9244,-13.2731,0.075021,1.1688,KKK,0.000005,6,1.6326,-11.9705,0.294407,1.8445,KKN,0.000001,6,0.6114,-13.0369,0.360814,2.1176
kk_grpo_v3_final_holdout_001514,KKN,KKN,0.808023,1,2.1493,2.1493,0.331891,1.9940,KKN,0.838710,1,1.9514,1.9514,0.269267,1.7505,KKN,0.533277,1,0.2187,0.2187,0.397175,2.2839,KKN,0.971579,1,3.7457,3.7457,0.071297,1.1598,KKK,0.033589,2,3.3458,-3.3458,0.105065,1.2442
kk_grpo_v3_final_holdout_001515,NNN,NNN,0.379066,1,0.0390,0.0390,0.596557,3.4574,KNK,0.152511,2,1.6216,-1.6216,0.355960,2.0963,KNK,0.131932,3,0.1250,-1.2081,0.542880,3.0922,KNN,0.040820,3,0.6250,-2.7258,0.387695,2.2394,KNK,0.017790,3,1.2500,-3.7556,0.304968,1.8854
kk_grpo_v3_final_holdout_001516,KKN,KKN,0.951508,1,3.1251,3.1251,0.102746,1.2382,KKN,0.991627,1,4.8751,4.8751,0.024545,1.0524,KKN,0.999244,1,7.2502,7.2502,0.003062,1.0064,KKN,0.999560,1,7.7502,7.7502,0.001868,1.0039,KKN,0.999494,1,7.6268,7.6268,0.002135,1.0045
kk_grpo_v3_final_holdout_001517,NNK,NNK,0.972709,1,3.6936,3.6936,0.065959,1.1470,NNK,0.914573,1,2.4044,2.4044,0.146813,1.3570,NNK,0.990701,1,4.7552,4.7552,0.026778,1.0573,NNK,0.999520,1,7.8752,7.8752,0.002132,1.0044,NNK,0.993598,1,5.1270,5.1270,0.019518,1.0414
kk_grpo_v3_final_holdout_001518,NNN,NNN,0.880988,1,2.0022,2.0022,0.175700,1.4410,NNN,0.679262,1,0.7504,0.7504,0.301821,1.8731,NNN,0.985964,1,4.2525,4.2525,0.035528,1.0767,NNN,0.995352,1,5.3756,5.3756,0.014363,1.0303,NNN,0.996826,1,5.7507,5.7507,0.010316,1.0217
kk_grpo_v3_final_holdout_001519,NKN,KKN,0.132761,2,1.8066,-1.8066,0.298863,1.8617,KKN,0.222514,2,1.2432,-1.2432,0.272674,1.7630,KKN,0.042067,2,3.1252,-3.1252,0.085308,1.1941,KKN,0.015904,2,4.1232,-4.1232,0.045912,1.1002,KKN,0.017979,2,3.9994,-3.9994,0.047193,1.1031
kk_grpo_v3_final_holdout_001520,NNN,NNN,0.531138,1,0.1375,0.1375,0.348092,2.0623,NKN,0.268916,2,0.9703,-0.9703,0.326946,1.9736,NKN,0.106681,2,2.1238,-2.1238,0.167587,1.4169,NKN,0.060081,2,2.7469,-2.7469,0.119118,1.2811,NKN,0.182376,2,1.4956,-1.4956,0.240551,1.6491
kk_grpo_v3_final_holdout_001521,NKK,KNK,0.053374,2,2.8754,-2.8754,0.101042,1.2338,KNK,0.012431,2,4.3750,-4.3750,0.032566,1.0701,KNK,0.000430,2,7.7503,-7.7503,0.003483,1.0073,KNK,0.000710,2,7.2499,-7.2499,0.003066,1.0064,KNK,0.003594,2,5.6246,-5.6246,0.013116,1.0276
kk_grpo_v3_final_holdout_001522,NNK,NNK,0.769791,1,1.2421,1.2421,0.276818,1.7782,NNK,0.956803,1,3.1403,3.1403,0.090113,1.2061,NNK,0.851000,1,1.8149,1.8149,0.221471,1.5849,NNK,0.939879,1,2.7505,2.7505,0.109572,1.2559,NNK,0.500017,1,0.0792,0.0792,0.398368,2.2896
kk_grpo_v3_final_holdout_001523,KKN,KKN,0.531173,1,0.1258,0.1258,0.334127,2.0033,NKN,0.348642,2,0.5820,-0.5820,0.365665,2.1391,NKN,0.348607,2,0.2383,-0.2383,0.507603,2.8735,KKN,0.957911,1,3.3770,3.3770,0.094688,1.2176,KKN,0.730955,1,1.0065,1.0065,0.285588,1.8110
kk_grpo_v3_final_holdout_001524,NKN,NKN,0.876746,1,2.0041,2.0041,0.190981,1.4876,NKN,0.886556,1,2.1235,2.1235,0.184288,1.4670,NKN,0.966243,1,3.3765,3.3765,0.072789,1.1634,NKN,0.996238,1,5.6250,5.6250,0.012239,1.0258,NKN,0.996127,1,5.6364,5.6364,0.012862,1.0271
kk_grpo_v3_final_holdout_001525,KNK,KNK,0.998033,1,6.2500,6.2500,0.006950,1.0146,KNK,0.999921,1,9.6250,9.6250,0.000418,1.0009,KNK,0.999974,1,10.7501,10.7501,0.000154,1.0003,KNK,0.999978,1,11.0000,11.0000,0.000134,1.0003,KNK,0.999979,1,10.8126,10.8126,0.000123,1.0003
kk_grpo_v3_final_holdout_001526,NKN,NKN,0.849715,1,1.7489,1.7489,0.210743,1.5500,NKN,0.676049,1,0.8320,0.8320,0.350839,2.0741,NKN,0.986549,1,4.8750,4.8750,0.038764,1.0839,NKN,0.748249,1,1.2500,1.2500,0.322246,1.9544,NKN,0.973061,1,3.6274,3.6274,0.062066,1.1378
kk_grpo_v3_final_holdout_001527,KNK,KNK,0.780000,1,1.4221,1.4221,0.307893,1.8969,KNK,0.988592,1,4.6237,4.6237,0.032502,1.0699,KNK,0.896715,1,2.2679,2.2679,0.179206,1.4516,KNK,0.946131,1,2.8825,2.8825,0.103387,1.2398,KNK,0.997151,1,5.8750,5.8750,0.009533,1.0200
kk_grpo_v3_final_holdout_001528,KNN,KNN,0.988978,1,4.5001,4.5001,0.029294,1.0628,KNN,0.970687,1,3.5001,3.5001,0.063658,1.1415,KNN,0.977019,1,3.7500,3.7500,0.052646,1.1157,KNN,0.962660,1,3.2500,3.2500,0.076717,1.1730,KNN,0.851960,1,1.7501,1.7501,0.201642,1.5209
kk_grpo_v3_final_holdout_001529,KKK,KKK,0.993842,1,5.4750,5.4750,0.020382,1.0433,KKK,0.999937,1,9.7538,9.7538,0.000335,1.0007,KKK,0.999980,1,11.2504,11.2504,0.000121,1.0003,KKK,0.999932,1,10.4088,10.4088,0.000381,1.0008,KKK,0.999992,1,12.1251,12.1251,0.000053,1.0001
kk_grpo_v3_final_holdout_001530,NNN,NNN,0.960296,1,3.2501,3.2501,0.084961,1.1932,NNN,0.948698,1,2.9963,2.9963,0.103972,1.2414,NNN,0.988723,1,4.5000,4.5000,0.030372,1.0652,NNN,0.989977,1,4.8737,4.8737,0.029669,1.0636,NNN,0.985521,1,4.2503,4.2503,0.037332,1.0807
kk_grpo_v3_final_holdout_001531,NKK,NNN,0.387917,2,0.1259,-0.1259,0.610577,3.5596,NKK,0.695188,1,1.4529,1.4529,0.479690,2.7115,NKN,0.391187,2,0.1250,-0.1250,0.497042,2.8111,NKK,0.909316,1,2.6047,2.6047,0.177557,1.4466,NKN,0.172870,2,1.5000,-1.5000,0.323873,1.9610
kk_grpo_v3_final_holdout_001532,NKK,NNN,0.094321,3,1.1730,-1.9230,0.481491,2.7216,NNN,0.305279,2,0.2725,-0.2725,0.621370,3.6404,NKN,0.284474,2,0.5000,-0.5000,0.563946,3.2307,NKK,0.568087,1,0.9492,0.9492,0.480945,2.7185,NNN,0.006224,4,1.7804,-4.9054,0.245498,1.6661
kk_grpo_v3_final_holdout_001533,NNK,NNK,0.531188,1,0.1256,0.1256,0.333718,2.0016,NKK,0.437811,2,0.2500,-0.2500,0.329666,1.9848,NNK,0.679163,1,0.7500,0.7500,0.301871,1.8733,NNK,0.592658,1,0.3750,0.3750,0.325085,1.9660,NNK,0.957895,1,3.1250,3.1250,0.084027,1.1909
