id,gt_pattern,same_count,different_count,and_count,or_count,not_count,person_is_count,expression_nodes,expression_depth,top_ops,top_ops_multiset,op_signature,statement_chars,epoch4_pred,epoch4_correct,epoch5_pred,epoch5_correct,v1_pred,v1_correct,v2_pred,v2_correct,v3_pred,v3_correct
row_1581,NKK,0,2,1,1,1,3,8,2,and+or+not,and|not|or,person_is:3+different:2+not:1+and:1+or:1,163,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_1582,NKN,2,2,2,1,1,2,10,3,and+or+person_is,and|or|person_is,person_is:2+same:2+different:2+not:1+and:2+or:1,225,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1583,KNN,3,1,2,0,0,1,7,3,person_is+and+same,and|person_is|same,person_is:1+same:3+different:1+and:2,171,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1584,KNN,0,3,1,1,1,2,8,3,person_is+or+different,different|or|person_is,person_is:2+different:3+not:1+and:1+or:1,179,NKN,0,KNN,1,NKN,0,KNN,1,KNN,1
row_1585,KKK,0,1,0,0,1,2,4,2,not+person_is+person_is,not|person_is|person_is,person_is:2+different:1+not:1,90,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1586,KNN,2,1,1,1,0,2,7,3,same+person_is+or,or|person_is|same,person_is:2+same:2+different:1+and:1+or:1,160,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1587,KKK,2,0,1,0,0,2,5,2,and+person_is+person_is,and|person_is|person_is,person_is:2+same:2+and:1,113,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1588,KKN,1,0,1,0,1,3,6,3,person_is+same+and,and|person_is|same,person_is:3+same:1+not:1+and:1,114,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1589,KKK,2,1,1,4,1,5,14,3,or+not+or,not|or|or,person_is:5+same:2+different:1+not:1+and:1+or:4,277,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1590,NNK,1,3,1,1,2,1,9,3,not+not+different,different|not|not,person_is:1+same:1+different:3+not:2+and:1+or:1,216,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1591,KKK,4,1,0,2,0,0,7,3,or+same+same,or|same|same,same:4+different:1+or:2,194,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1592,NKN,2,1,0,1,1,1,6,3,not+person_is+different,different|not|person_is,person_is:1+same:2+different:1+not:1+or:1,155,NNK,0,NNK,0,NNK,0,NNN,0,NNN,0
row_1593,KNK,1,1,0,1,1,2,6,3,different+not+same,different|not|same,person_is:2+same:1+different:1+not:1+or:1,135,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1594,KNK,1,2,0,1,0,1,5,2,different+or+same,different|or|same,person_is:1+same:1+different:2+or:1,134,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1595,KKN,4,0,0,2,0,1,7,3,or+person_is+same,or|person_is|same,person_is:1+same:4+or:2,175,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1596,NKK,2,2,0,1,0,0,5,2,different+different+or,different|different|or,same:2+different:2+or:1,148,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1597,KNN,3,1,3,2,0,4,13,3,and+person_is+and,and|and|person_is,person_is:4+same:3+different:1+and:3+or:2,269,NNN,0,NKN,0,NKN,0,NKN,0,NNN,0
row_1598,NKN,1,2,0,0,1,0,4,2,different+same+not,different|not|same,same:1+different:2+not:1,124,INVALID,0,NKN,1,NKN,1,KKN,0,NKN,1
row_1599,KNK,2,5,2,3,0,1,13,3,and+or+different,and|different|or,person_is:1+same:2+different:5+and:2+or:3,321,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1600,KNK,2,2,2,2,0,3,11,3,different+and+or,and|different|or,person_is:3+same:2+different:2+and:2+or:2,236,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1601,KNK,1,3,0,1,0,0,5,2,or+same+different,different|or|same,same:1+different:3+or:1,148,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1602,KNN,0,3,0,1,1,1,6,3,different+different+or,different|different|or,person_is:1+different:3+not:1+or:1,155,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1603,NNN,1,4,0,3,1,1,10,3,or+or+different,different|or|or,person_is:1+same:1+different:4+not:1+or:3,252,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1604,KKN,2,2,1,1,0,1,7,3,same+and+person_is,and|person_is|same,person_is:1+same:2+different:2+and:1+or:1,179,NKN,0,NKK,0,NKN,0,NKN,0,NKN,0
row_1605,NNN,1,3,2,0,1,1,8,3,different+and+not,and|different|not,person_is:1+same:1+different:3+not:1+and:2,199,NNN,1,KNK,0,NNN,1,KNK,0,KNK,0
row_1606,KKK,1,0,0,1,0,3,5,2,person_is+person_is+or,or|person_is|person_is,person_is:3+same:1+or:1,98,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1607,KNK,2,0,1,0,2,2,7,3,not+person_is+not,not|not|person_is,person_is:2+same:2+not:2+and:1,151,NKK,0,KNK,1,NKK,0,KNK,1,KNK,1
row_1608,NKK,3,1,1,3,1,3,12,3,or+not+different,different|not|or,person_is:3+same:3+different:1+not:1+and:1+or:3,257,KNK,0,KKN,0,KKK,0,NKK,1,KKN,0
row_1609,KNK,0,2,1,1,0,3,7,3,or+person_is+person_is,or|person_is|person_is,person_is:3+different:2+and:1+or:1,147,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1610,KKN,0,2,0,2,2,3,9,3,not+different+not,different|not|not,person_is:3+different:2+not:2+or:2,188,NKN,0,NKN,0,NKN,0,KNN,0,NNN,0
row_1611,KNK,2,0,0,0,3,1,6,3,person_is+not+not,not|not|person_is,person_is:1+same:2+not:3,146,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1612,KKN,2,0,0,1,3,2,8,3,not+or+not,not|not|or,person_is:2+same:2+not:3+or:1,170,NKN,0,KKN,1,NKN,0,KKN,1,KKN,1
row_1613,KNK,2,1,1,2,1,3,10,3,different+and+or,and|different|or,person_is:3+same:2+different:1+not:1+and:1+or:2,211,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1614,NNN,2,0,0,0,3,1,6,2,not+not+not,not|not|not,person_is:1+same:2+not:3,143,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1615,NKK,1,3,3,1,2,3,13,3,or+and+not,and|not|or,person_is:3+same:1+different:3+not:2+and:3+or:1,283,KKN,0,KKN,0,KKN,0,KKN,0,NKK,1
row_1616,KKN,1,1,0,0,1,1,4,2,different+not+person_is,different|not|person_is,person_is:1+same:1+different:1+not:1,105,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1617,NKK,2,1,1,1,1,2,8,3,person_is+not+or,not|or|person_is,person_is:2+same:2+different:1+not:1+and:1+or:1,177,NKN,0,KNK,0,NKK,1,NKK,1,NKK,1
row_1618,KNK,2,2,1,0,1,0,6,3,not+same+different,different|not|same,same:2+different:2+not:1+and:1,165,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1619,NNK,1,2,1,1,1,2,8,3,person_is+and+or,and|or|person_is,person_is:2+same:1+different:2+not:1+and:1+or:1,180,NNK,1,NNK,1,NNK,1,NNK,1,NNN,0
row_1620,KNK,3,2,3,0,1,1,10,3,not+and+person_is,and|not|person_is,person_is:1+same:3+different:2+not:1+and:3,243,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1621,NNN,1,2,1,1,0,2,7,3,or+person_is+different,different|or|person_is,person_is:2+same:1+different:2+and:1+or:1,163,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1622,NKK,2,1,0,1,1,1,6,3,different+person_is+or,different|or|person_is,person_is:1+same:2+different:1+not:1+or:1,152,KNK,0,KNK,0,KNK,0,KNK,0,KNK,0
row_1623,KKN,2,2,1,1,0,1,7,3,same+or+different,different|or|same,person_is:1+same:2+different:2+and:1+or:1,177,KKN,1,KKN,1,NKK,0,KKN,1,KKN,1
row_1624,KKK,0,3,1,1,3,2,10,3,not+or+not,not|not|or,person_is:2+different:3+not:3+and:1+or:1,221,NKN,0,NKN,0,NKN,0,NKN,0,NKN,0
row_1625,KNN,2,0,2,0,0,3,7,3,and+same+person_is,and|person_is|same,person_is:3+same:2+and:2,140,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1626,KKN,2,1,0,1,1,1,6,3,same+or+same,or|same|same,person_is:1+same:2+different:1+not:1+or:1,152,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1627,KKN,1,1,0,1,2,2,7,3,or+different+same,different|or|same,person_is:2+same:1+different:1+not:2+or:1,152,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1628,NNN,2,2,3,1,0,3,11,3,and+or+different,and|different|or,person_is:3+same:2+different:2+and:3+or:1,240,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1629,NNN,0,4,1,1,2,1,9,3,or+not+and,and|not|or,person_is:1+different:4+not:2+and:1+or:1,224,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1630,NKK,2,2,3,0,0,2,9,3,same+and+and,and|and|same,person_is:2+same:2+different:2+and:3,210,NNK,0,NKK,1,NKK,1,NNK,0,NNK,0
row_1631,KKN,0,3,0,0,3,0,6,3,different+not+not,different|not|not,different:3+not:3,168,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1632,KKN,1,3,1,0,1,0,6,3,different+different+not,different|different|not,same:1+different:3+not:1+and:1,173,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1633,KKK,3,0,1,0,0,1,5,2,and+person_is+same,and|person_is|same,person_is:1+same:3+and:1,131,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1634,KNN,3,2,1,3,1,2,12,3,or+and+not,and|not|or,person_is:2+same:3+different:2+not:1+and:1+or:3,275,KNN,1,KNN,1,KNK,0,KNN,1,KNK,0
row_1635,KNN,1,2,0,1,0,1,5,2,or+different+same,different|or|same,person_is:1+same:1+different:2+or:1,132,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1636,KKK,1,0,0,0,2,2,5,3,not+same+person_is,not|person_is|same,person_is:2+same:1+not:2,108,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1637,NNK,2,2,2,0,0,1,7,3,same+same+and,and|same|same,person_is:1+same:2+different:2+and:2,179,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1638,KKK,3,1,0,4,1,3,12,3,not+or+or,not|or|or,person_is:3+same:3+different:1+not:1+or:4,257,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1639,NNN,2,4,2,2,0,1,11,3,and+and+different,and|and|different,person_is:1+same:2+different:4+and:2+or:2,276,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1640,NKN,1,1,0,0,1,1,4,2,different+person_is+not,different|not|person_is,person_is:1+same:1+different:1+not:1,107,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1641,KNK,1,2,1,0,0,1,5,2,and+same+different,and|different|same,person_is:1+same:1+different:2+and:1,128,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1642,KKK,2,0,1,1,0,3,7,3,and+person_is+person_is,and|person_is|person_is,person_is:3+same:2+and:1+or:1,142,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1643,NKN,1,1,0,0,0,1,3,1,same+person_is+different,different|person_is|same,person_is:1+same:1+different:1,85,NKN,1,NKN,1,NKN,1,NKN,1,NNK,0
row_1644,KNN,0,1,0,0,1,2,4,2,not+person_is+person_is,not|person_is|person_is,person_is:2+different:1+not:1,88,NKN,0,NKN,0,NKN,0,NKN,0,NKK,0
row_1645,NNN,0,2,0,1,0,2,5,2,different+person_is+or,different|or|person_is,person_is:2+different:2+or:1,116,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1646,KNK,1,3,1,0,0,0,5,2,and+same+different,and|different|same,same:1+different:3+and:1,147,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1647,KNK,1,2,0,1,2,1,7,3,different+not+or,different|not|or,person_is:1+same:1+different:2+not:2+or:1,176,KKN,0,KKN,0,KKN,0,KKN,0,KKN,0
row_1648,NNN,1,2,1,0,0,1,5,2,different+and+different,and|different|different,person_is:1+same:1+different:2+and:1,133,NNN,1,KKN,0,KKN,0,KNN,0,KKN,0
row_1649,KNN,1,1,0,0,3,1,6,3,not+different+not,different|not|not,person_is:1+same:1+different:1+not:3,141,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1650,NNN,2,0,2,0,1,3,8,3,person_is+and+not,and|not|person_is,person_is:3+same:2+not:1+and:2,165,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1651,KKN,2,0,1,0,0,2,5,2,person_is+same+and,and|person_is|same,person_is:2+same:2+and:1,110,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1652,KKN,2,1,1,1,0,2,7,3,same+person_is+or,or|person_is|same,person_is:2+same:2+different:1+and:1+or:1,159,NKN,0,NKN,0,NKN,0,KKN,1,NKN,0
row_1653,NNN,1,3,1,1,1,1,8,3,or+and+different,and|different|or,person_is:1+same:1+different:3+not:1+and:1+or:1,202,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1654,NKN,0,1,0,0,1,2,4,2,not+person_is+different,different|not|person_is,person_is:2+different:1+not:1,90,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1655,KKK,2,2,0,2,0,1,7,2,or+same+or,or|or|same,person_is:1+same:2+different:2+or:2,182,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1656,NNK,1,3,0,1,0,0,5,2,different+different+or,different|different|or,same:1+different:3+or:1,150,NNK,1,NNK,1,NNK,1,KNK,0,NNK,1
row_1657,KKN,2,1,1,1,0,2,7,2,or+person_is+and,and|or|person_is,person_is:2+same:2+different:1+and:1+or:1,156,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1658,KNN,1,3,0,1,1,0,6,3,different+or+different,different|different|or,same:1+different:3+not:1+or:1,170,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1659,NNK,2,2,1,1,2,1,9,3,same+not+and,and|not|same,person_is:1+same:2+different:2+not:2+and:1+or:1,219,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1660,NKK,1,2,0,0,1,0,4,2,not+different+same,different|not|same,same:1+different:2+not:1,124,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1661,KNK,1,1,0,0,0,1,3,1,person_is+same+different,different|person_is|same,person_is:1+same:1+different:1,84,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1662,KNK,1,1,0,1,0,2,5,2,or+same+different,different|or|same,person_is:2+same:1+different:1+or:1,113,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1663,KKN,2,1,3,0,0,3,9,3,same+and+and,and|and|same,person_is:3+same:2+different:1+and:3,191,KKN,1,KKN,1,NKN,0,KKN,1,KKN,1
row_1664,KKK,3,2,1,2,1,1,10,3,same+or+not,not|or|same,person_is:1+same:3+different:2+not:1+and:1+or:2,246,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1665,KNK,0,2,0,0,2,1,5,3,different+person_is+not,different|not|person_is,person_is:1+different:2+not:2,125,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1666,NNN,1,3,1,0,4,0,9,3,not+not+and,and|not|not,same:1+different:3+not:4+and:1,229,NNN,1,KNK,0,NKK,0,NNN,1,NNN,1
row_1667,NKN,2,0,1,0,0,2,5,2,same+person_is+and,and|person_is|same,person_is:2+same:2+and:1,110,NNK,0,NKN,1,NKN,1,NKN,1,NKN,1
row_1668,NKK,4,0,1,1,2,1,9,3,person_is+or+not,not|or|person_is,person_is:1+same:4+not:2+and:1+or:1,217,NNN,0,NKK,1,NNN,0,NKK,1,NNN,0
row_1669,KNN,4,2,1,4,0,2,13,3,or+different+and,and|different|or,person_is:2+same:4+different:2+and:1+or:4,308,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1670,NKN,1,2,0,3,0,3,9,3,person_is+or+different,different|or|person_is,person_is:3+same:1+different:2+or:3,198,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1671,NNK,2,0,1,0,0,2,5,2,person_is+and+person_is,and|person_is|person_is,person_is:2+same:2+and:1,112,KKN,0,KKN,0,KKN,0,KKN,0,KKN,0
row_1672,NKK,1,1,0,3,1,4,10,3,person_is+or+or,or|or|person_is,person_is:4+same:1+different:1+not:1+or:3,199,NKK,1,NKK,1,NKK,1,NKK,1,NKK,1
row_1673,KNN,2,0,1,0,1,2,6,3,not+same+same,not|same|same,person_is:2+same:2+not:1+and:1,133,KNN,1,KNN,1,KNN,1,KNN,1,KKN,0
row_1674,NKN,2,2,0,2,0,1,7,3,same+or+different,different|or|same,person_is:1+same:2+different:2+or:2,179,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1675,KNN,3,0,0,0,1,0,4,2,not+same+same,not|same|same,same:3+not:1,122,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1676,KNK,2,1,2,0,0,2,7,3,different+and+person_is,and|different|person_is,person_is:2+same:2+different:1+and:2,157,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1677,KNN,0,1,0,0,0,2,3,1,person_is+person_is+different,different|person_is|person_is,person_is:2+different:1,67,NKK,0,NKK,0,NKK,0,NKK,0,KNN,1
row_1678,NNN,0,2,0,0,0,1,3,1,different+person_is+different,different|different|person_is,person_is:1+different:2,88,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1679,NNK,2,2,0,1,1,0,6,2,not+or+different,different|not|or,same:2+different:2+not:1+or:1,168,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1680,KKK,3,3,1,3,0,1,11,3,person_is+or+or,or|or|person_is,person_is:1+same:3+different:3+and:1+or:3,271,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1681,NKN,2,2,0,1,1,0,6,3,different+same+not,different|not|same,same:2+different:2+not:1+or:1,170,NKN,1,KNN,0,KNN,0,KNN,0,NKN,1
row_1682,NNK,2,0,1,0,0,2,5,2,and+person_is+person_is,and|person_is|person_is,person_is:2+same:2+and:1,112,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1683,NNK,1,0,0,1,1,3,6,3,not+person_is+same,not|person_is|same,person_is:3+same:1+not:1+or:1,117,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1684,KNN,3,2,4,2,1,4,16,3,or+and+not,and|not|or,person_is:4+same:3+different:2+not:1+and:4+or:2,331,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1685,KNN,4,2,4,1,1,2,14,3,and+and+and,and|and|and,person_is:2+same:4+different:2+not:1+and:4+or:1,314,NNK,0,NNK,0,NNK,0,NNK,0,KNN,1
row_1686,KNK,1,2,1,0,1,1,6,3,person_is+and+same,and|person_is|same,person_is:1+same:1+different:2+not:1+and:1,155,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1687,KNK,2,1,1,1,2,2,9,3,not+same+and,and|not|same,person_is:2+same:2+different:1+not:2+and:1+or:1,200,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1688,KKK,1,1,0,1,1,2,6,3,or+person_is+person_is,or|person_is|person_is,person_is:2+same:1+different:1+not:1+or:1,138,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1689,NKN,1,1,1,0,0,2,5,2,and+person_is+person_is,and|person_is|person_is,person_is:2+same:1+different:1+and:1,114,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1690,KKK,2,1,0,1,1,1,6,2,or+not+same,not|or|same,person_is:1+same:2+different:1+not:1+or:1,153,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1691,KKK,2,0,0,2,0,3,7,2,or+same+or,or|or|same,person_is:3+same:2+or:2,144,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1692,KNK,2,4,2,2,0,1,11,3,or+and+different,and|different|or,person_is:1+same:2+different:4+and:2+or:2,275,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1693,NNK,0,3,3,0,1,3,10,3,and+person_is+not,and|not|person_is,person_is:3+different:3+not:1+and:3,216,NNN,0,NNN,0,NNN,0,NNN,0,NNN,0
row_1694,NNK,1,2,0,0,0,0,3,1,different+same+different,different|different|same,same:1+different:2,104,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1695,NKK,2,0,2,0,0,3,7,3,same+same+and,and|same|same,person_is:3+same:2+and:2,143,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1696,NNK,0,1,0,0,0,2,3,1,person_is+person_is+different,different|person_is|person_is,person_is:2+different:1,69,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1697,KKN,0,3,0,3,0,3,9,3,or+or+different,different|or|or,person_is:3+different:3+or:3,195,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1698,NNK,2,0,0,1,2,2,7,3,not+not+same,not|not|same,person_is:2+same:2+not:2+or:1,150,NNK,1,NNK,1,NNK,1,NNK,1,NNK,1
row_1699,KKN,2,1,1,2,0,3,9,3,same+or+and,and|or|same,person_is:3+same:2+different:1+and:1+or:2,190,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1700,KKN,4,2,1,4,1,2,14,3,or+or+not,not|or|or,person_is:2+same:4+different:2+not:1+and:1+or:4,324,KNN,0,KKN,1,KKN,1,KKN,1,KKN,1
row_1701,NNN,1,3,1,1,1,1,8,3,different+and+not,and|different|not,person_is:1+same:1+different:3+not:1+and:1+or:1,201,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1702,KKN,1,3,1,0,1,0,6,2,not+different+and,and|different|not,same:1+different:3+not:1+and:1,171,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1703,NKK,2,2,1,1,0,1,7,2,and+different+or,and|different|or,person_is:1+same:2+different:2+and:1+or:1,178,NKN,0,NKN,0,NKK,1,NKN,0,NKN,0
row_1704,NNN,1,2,0,0,1,0,4,2,different+not+different,different|different|not,same:1+different:2+not:1,124,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1705,KKN,3,0,0,0,1,0,4,2,same+same+not,not|same|same,same:3+not:1,116,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1706,KKN,2,1,0,0,1,0,4,2,not+different+same,different|not|same,same:2+different:1+not:1,124,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1707,NNN,2,0,2,0,1,3,8,3,person_is+and+and,and|and|person_is,person_is:3+same:2+not:1+and:2,161,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1708,NNN,1,2,1,1,2,2,9,3,not+and+not,and|not|not,person_is:2+same:1+different:2+not:2+and:1+or:1,202,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1709,KNK,0,3,0,0,1,0,4,2,different+not+different,different|different|not,different:3+not:1,122,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1710,KNN,2,1,1,0,1,1,6,3,same+same+and,and|same|same,person_is:1+same:2+different:1+not:1+and:1,147,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1711,NNK,2,1,0,1,0,1,5,2,different+same+or,different|or|same,person_is:1+same:2+different:1+or:1,131,NNK,1,KNN,0,NNK,1,KNN,0,KNN,0
row_1712,KKK,2,2,1,1,2,1,9,3,or+same+not,not|or|same,person_is:1+same:2+different:2+not:2+and:1+or:1,221,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1713,KKN,2,3,3,1,0,2,11,3,and+same+and,and|and|same,person_is:2+same:2+different:3+and:3+or:1,255,KNK,0,KKN,1,KKN,1,KNK,0,KKN,1
row_1714,NKN,1,1,0,1,0,2,5,2,same+or+different,different|or|same,person_is:2+same:1+different:1+or:1,114,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1715,NKK,0,2,1,1,2,3,9,3,person_is+and+not,and|not|person_is,person_is:3+different:2+not:2+and:1+or:1,183,NNK,0,NNK,0,NNK,0,NNK,0,NNK,0
row_1716,NKK,0,4,1,0,1,0,6,3,different+not+different,different|different|not,different:4+not:1+and:1,171,KKN,0,KKN,0,NKK,1,KKN,0,KKN,0
row_1717,NKN,3,0,0,1,0,1,5,2,same+person_is+or,or|person_is|same,person_is:1+same:3+or:1,127,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1718,KNK,2,1,1,1,0,2,7,3,and+same+person_is,and|person_is|same,person_is:2+same:2+different:1+and:1+or:1,160,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1719,KNN,2,2,0,1,0,0,5,2,different+same+or,different|or|same,same:2+different:2+or:1,152,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1720,NKN,3,1,1,1,1,1,8,3,and+different+same,and|different|same,person_is:1+same:3+different:1+not:1+and:1+or:1,196,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1721,KKN,2,2,1,0,0,0,5,2,different+and+same,and|different|same,same:2+different:2+and:1,147,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1722,NKN,1,3,1,2,0,2,9,3,same+or+different,different|or|same,person_is:2+same:1+different:3+and:1+or:2,214,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1723,KKN,2,1,1,1,0,2,7,3,or+different+same,different|or|same,person_is:2+same:2+different:1+and:1+or:1,162,KKN,1,NKN,0,KKN,1,KKN,1,KKN,1
row_1724,KKK,1,0,0,0,4,2,7,3,not+person_is+not,not|not|person_is,person_is:2+same:1+not:4,148,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1725,KNK,4,0,1,2,2,2,11,3,or+not+or,not|or|or,person_is:2+same:4+not:2+and:1+or:2,249,KNK,1,KNK,1,KNK,1,KNK,1,KNK,1
row_1726,NKN,1,0,0,0,1,2,4,2,same+person_is+not,not|person_is|same,person_is:2+same:1+not:1,85,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1727,KKK,3,0,0,0,0,0,3,1,same+same+same,same|same|same,same:3,96,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1728,KNN,2,1,1,0,0,1,5,2,person_is+same+and,and|person_is|same,person_is:1+same:2+different:1+and:1,126,KNN,1,KNN,1,KNN,1,KNN,1,KNN,1
row_1729,KKK,1,2,0,2,0,2,7,3,person_is+person_is+or,or|person_is|person_is,person_is:2+same:1+different:2+or:2,168,KKK,1,KKK,1,KKK,1,KKK,1,KKK,1
row_1730,KNN,3,2,1,3,3,2,14,3,and+or+not,and|not|or,person_is:2+same:3+different:2+not:3+and:1+or:3,319,NKN,0,NNK,0,NKK,0,NKN,0,NNK,0
row_1731,NKN,0,4,1,0,1,0,6,3,different+different+not,different|different|not,different:4+not:1+and:1,171,NKN,1,NKN,1,NKN,1,NKN,1,NKN,1
row_1732,NNN,0,3,1,1,0,2,7,3,different+person_is+and,and|different|person_is,person_is:2+different:3+and:1+or:1,169,NNN,1,NNN,1,NNN,1,NNN,1,NNN,1
row_1733,NKN,2,3,2,0,1,0,8,3,not+same+and,and|not|same,same:2+different:3+not:1+and:2,214,KNN,0,KNN,0,KKK,0,KKN,0,KKK,0
row_1734,KKN,0,2,0,1,1,2,6,3,or+different+person_is,different|or|person_is,person_is:2+different:2+not:1+or:1,141,KKN,1,KKN,1,KKN,1,KKN,1,KKN,1
row_1735,NKN,2,1,2,2,1,4,12,3,person_is+or+or,or|or|person_is,person_is:4+same:2+different:1+not:1+and:2+or:2,238,NKN,1,NKN,1,NKN,1,KNN,0,NKN,1
